类别,行政区,点评数,口味,环境,服务,人均消费,城市,经度,纬度
浙菜,虹口区,188,8.9,9.2,8.3,67,上海市,121.4935586,31.26699741
火锅,虹口区,391,8.5,8.8,8.1,67,上海市,121.4935586,31.26699741
火锅,虹口区,391,8.5,8.8,8.1,67,上海市,121.4935586,31.26699741
火锅,虹口区,391,8.5,8.8,8.1,67,上海市,121.4935586,31.26699741
甜点,虹口区,355,8.8,9,9,67,上海市,121.4935586,31.26699741
甜点,虹口区,33,7.6,7.6,7.6,67,上海市,121.4935586,31.26699741
美食,虹口区,493,8.4,8.6,8.2,67,上海市,121.4935586,31.26699741
美食,虹口区,493,8.4,8.6,8.2,67,上海市,121.4935586,31.26699741
川菜,青浦区,0,0,0,0,67,上海市,121.4935586,31.26699741
浙菜,虹口区,3,7,7,7,67,上海市,121.4935563,31.2582472
啡厅,黄浦区,1,7.1,7.1,7.1,67,上海市,121.4935531,31.22569494
快餐,宝山区,0,0,0,0,67,上海市,121.4935332,31.38816726
西餐,浦东新区,1117,8.2,9,8.1,67,上海市,121.493529,31.23761835
西餐,浦东新区,1117,8.2,9,8.1,67,上海市,121.493529,31.23761835
西餐,浦东新区,1117,8.2,9,8.1,67,上海市,121.493529,31.23761835
西餐,浦东新区,1117,8.2,9,8.1,67,上海市,121.493529,31.23761835
浙菜,杨浦区,337,6.7,6.3,6.2,67,上海市,121.4935231,31.28351236
粤菜,虹口区,2,6.9,6.9,6.9,67,上海市,121.4935197,31.26422149
啡厅,虹口区,190,7.3,7.5,7.4,67,上海市,121.4935158,31.2744931
啡厅,虹口区,190,7.3,7.5,7.4,67,上海市,121.4935158,31.2744931
北菜,闵行区,4,7,6.9,7,67,上海市,121.4935154,31.07798716
浙菜,黄浦区,810,7.3,6.5,6.4,67,上海市,121.4934876,31.21725873
快餐,黄浦区,29,7.1,6.9,7.1,67,上海市,121.4934869,31.21281985
快餐,黄浦区,29,7.1,6.9,7.1,67,上海市,121.4934869,31.21281985
快餐,闵行区,63,6.9,6.8,6.6,67,上海市,121.4934873,31.07807502
本菜,虹口区,1660,7.7,8.4,8.1,67,上海市,121.4934685,31.26424433
西餐,浦东新区,23,7.4,7.5,7.3,67,上海市,121.4934688,31.23759118
西餐,浦东新区,23,7.4,7.5,7.3,67,上海市,121.4934688,31.23759118
川菜,黄浦区,16,7.1,7,7,67,上海市,121.4934608,31.21335451
快餐,黄浦区,6,7.7,7.5,7.7,67,上海市,121.4934608,31.21335451
快餐,黄浦区,82,7.5,7.3,7.6,67,上海市,121.4934608,31.21335451
本菜,浦东新区,560,7.9,8,7.6,67,上海市,121.4934609,31.16487369
快餐,浦东新区,48,7.2,7.1,7.2,67,上海市,121.4934609,31.16487369
湾菜,浦东新区,11,0,0,0,67,上海市,121.4934571,31.15010939
美食,浦东新区,1,7.3,7.3,7.3,67,上海市,121.4934571,31.15010939
烧烤,浦东新区,8,7.4,7.4,7.4,67,上海市,121.4934571,31.15010939
烧烤,闵行区,0,0,0,0,67,上海市,121.4934632,31.07815291
快餐,杨浦区,11,7.2,7.2,7.3,67,上海市,121.4934375,31.31015849
川菜,虹口区,1,6.9,6.9,6.9,67,上海市,121.4934358,31.28342313
浙菜,黄浦区,150,7.3,6.4,6.8,67,上海市,121.4934384,31.2172086
啡厅,虹口区,235,7.3,7.5,6.9,67,上海市,121.4934334,31.26410728
西餐,杨浦区,0,0,0,0,67,上海市,121.4934104,31.31015441
海鲜,杨浦区,1,7.3,7.3,7.3,67,上海市,121.4934104,31.31015441
西餐,杨浦区,0,0,0,0,67,上海市,121.4934104,31.31015441
啡厅,闵行区,1,6.9,6.9,6.9,67,上海市,121.4934281,31.07824475
甜点,虹口区,38,7.4,7.2,7.2,67,上海市,121.4934094,31.26300069
川菜,宝山区,96,0,0,0,67,上海市,121.4933648,31.39743908
川菜,浦东新区,50,7.6,7.5,7.7,67,上海市,121.4933777,31.12865762
烧烤,虹口区,31,6.8,6.6,6.5,67,上海市,121.4933428,31.29097577
烧烤,浦东新区,714,8.4,8.2,8.4,67,上海市,121.4933526,31.16385389
快餐,黄浦区,163,7,6.5,6.5,67,上海市,121.4933475,31.21158602
快餐,浦东新区,440,8.6,7.2,8.4,67,上海市,121.4933486,31.17518806
西餐,浦东新区,4483,8.3,8.8,8.3,67,上海市,121.4933403,31.23779071
西餐,浦东新区,4483,8.3,8.8,8.3,67,上海市,121.4933403,31.23779071
西餐,浦东新区,4483,8.3,8.8,8.3,67,上海市,121.4933403,31.23779071
龙虾,宝山区,5,7.3,7.2,7.3,67,上海市,121.4933276,31.37468672
啡厅,黄浦区,225,7.5,8.2,7.4,67,上海市,121.4933402,31.20369182
啡厅,黄浦区,225,7.5,8.2,7.4,67,上海市,121.4933402,31.20369182
火锅,杨浦区,591,7.9,7.7,7.9,67,上海市,121.4933314,31.28360275
龙虾,杨浦区,1898,8.9,8.4,8.6,67,上海市,121.4933314,31.28360275
龙虾,杨浦区,1898,8.9,8.4,8.6,67,上海市,121.4933314,31.28360275
料理,杨浦区,458,7.6,7,7.5,67,上海市,121.4933261,31.30984128
快餐,虹口区,61,7.8,8,7.7,67,上海市,121.4933303,31.24911756
甜点,虹口区,20,7.8,7.7,7.9,67,上海市,121.4933303,31.24911756
快餐,虹口区,12,7.5,7,7.4,67,上海市,121.4933052,31.27226341
快餐,虹口区,0,0,0,0,67,上海市,121.4933052,31.27226341
甜点,黄浦区,0,0,0,0,67,上海市,121.4933053,31.21285329
甜点,黄浦区,0,0,0,0,67,上海市,121.4933053,31.21285329
浙菜,浦东新区,201,7.9,7.6,7.5,67,上海市,121.4933054,31.16456438
烧烤,闵行区,2,7.4,7.3,7.4,67,上海市,121.493301,31.12074669
烧烤,闵行区,2,7.4,7.3,7.4,67,上海市,121.493301,31.12074669
川菜,闵行区,9,6.7,6.6,6.7,67,上海市,121.4932906,31.07791852
川菜,虹口区,0,0,0,0,67,上海市,121.493271,31.29650034
浙菜,宝山区,175,0,0,0,67,上海市,121.4932631,31.38940209
快餐,宝山区,11,7.6,7.4,7.5,67,上海市,121.4932631,31.38940209
快餐,宝山区,11,7.6,7.4,7.5,67,上海市,121.4932631,31.38940209
火锅,闵行区,1443,7.6,7.6,7.8,67,上海市,121.4932836,31.07821433
美食,闵行区,34,6.9,6.5,6.5,67,上海市,121.4932836,31.07821433
烧烤,闵行区,63,7.5,7.4,7.5,67,上海市,121.4932836,31.07821433
烧烤,闵行区,63,7.5,7.4,7.5,67,上海市,121.4932836,31.07821433
烧烤,闵行区,15,7.3,6.9,7.2,67,上海市,121.4932836,31.07821433
快餐,浦东新区,4,7.1,7,6.9,67,上海市,121.4932664,31.14999488
快餐,浦东新区,0,7.1,7.2,7.1,67,上海市,121.4932664,31.14999488
常菜,浦东新区,2,7.1,7.1,7.1,67,上海市,121.4932664,31.14999888
甜点,浦东新区,31,7.2,7.1,7.1,67,上海市,121.4932664,31.14999488
美食,浦东新区,2,7.1,7,7.1,67,上海市,121.4932563,31.13986623
甜点,黄浦区,0,0,0,0,67,上海市,121.4932357,31.21602256
浙菜,宝山区,14,6.8,6.6,6.3,67,上海市,121.4932169,31.38947693
火锅,宝山区,0,0,0,0,67,上海市,121.4932169,31.38947693
西餐,虹口区,0,0,0,0,67,上海市,121.493218,31.25904284
西餐,虹口区,0,0,0,0,67,上海市,121.493218,31.25904284
快餐,浦东新区,9,6.9,7,7.1,67,上海市,121.4932171,31.14035685
粤菜,宝山区,1073,7.8,8.1,7.6,67,上海市,121.4931838,31.34237593
粤菜,宝山区,20,0,0,0,67,上海市,121.4931838,31.34237593
粤菜,宝山区,20,0,0,0,67,上海市,121.4931838,31.34237593
啡厅,浦东新区,6,7.5,7.6,7.6,67,上海市,121.4931924,31.17076485
啡厅,浦东新区,6,7.5,7.6,7.6,67,上海市,121.4931924,31.17076485
川菜,黄浦区,0,0,0,0,67,上海市,121.4931857,31.22615163
湘菜,虹口区,17,6.4,6.5,6.4,67,上海市,121.4931807,31.27309968
浙菜,虹口区,5,7.8,7.8,7.8,67,上海市,121.4931702,31.2668793
湾菜,虹口区,600,7.4,8.2,7.7,67,上海市,121.4931702,31.2668793
火锅,虹口区,3968,8.9,8.8,9,67,上海市,121.4931702,31.2668793
啡厅,虹口区,206,8,7.9,7.6,67,上海市,121.4931702,31.2668793
甜点,虹口区,60,7.2,7.3,7.4,67,上海市,121.4931702,31.2668793
甜点,虹口区,1,7.5,7.5,7.5,67,上海市,121.4931702,31.2668793
美食,虹口区,3,7.4,7.4,7.4,67,上海市,121.4931702,31.2668793
啡厅,虹口区,206,8,7.9,7.6,67,上海市,121.4931702,31.2668793
啡厅,虹口区,19,7.2,7.3,7.4,67,上海市,121.4931702,31.2668793
海鲜,虹口区,1,7.3,7.1,7.3,67,上海市,121.4931702,31.2668793
啡厅,虹口区,19,7.2,7.3,7.4,67,上海市,121.4931702,31.2668793
快餐,虹口区,62,7.5,7.5,7.5,67,上海市,121.4931626,31.27307664
美食,虹口区,8,7.1,7.1,7.1,67,上海市,121.4931626,31.27307664
快餐,虹口区,62,7.5,7.5,7.5,67,上海市,121.4931626,31.27307664
烧烤,虹口区,3,7.4,7.4,7.4,67,上海市,121.4931626,31.27307664
快餐,浦东新区,15,7.4,7.2,7.2,67,上海市,121.4931358,31.1405475
快餐,杨浦区,384,7.8,6.9,7.3,67,上海市,121.4931186,31.28368608
快餐,杨浦区,2,7.6,7.6,7.6,67,上海市,121.4931186,31.28368608
西餐,杨浦区,1,6.9,6.9,6.9,67,上海市,121.4931186,31.28368608
川菜,浦东新区,89,7,6.7,6.8,67,上海市,121.4931167,31.12859587
美食,浦东新区,0,0,0,0,67,上海市,121.4930994,31.23846968
啡厅,徐汇区,23,7,6.9,6.9,67,上海市,121.4930753,31.30818216
北菜,虹口区,42,7,6.7,6.9,67,上海市,121.4930729,31.29020927
快餐,黄浦区,20,7.3,7.7,7.5,67,上海市,121.493061,31.22872505
啡厅,宝山区,0,0,0,0,67,上海市,121.4930446,31.37416204
啡厅,宝山区,0,0,0,0,67,上海市,121.4930446,31.37416204
烧烤,闵行区,1,7.1,6.9,7.1,67,上海市,121.4930689,31.07694341
烧烤,闵行区,1,7.1,6.9,7.1,67,上海市,121.4930689,31.07694341
快餐,杨浦区,14,7.5,7.2,7.6,67,上海市,121.4930474,31.28321406
湘菜,浦东新区,0,0,0,0,67,上海市,121.4930554,31.16475853
烧烤,浦东新区,10,6.7,6.4,6.7,67,上海市,121.4930554,31.16475853
川菜,黄浦区,22,7,7,7,67,上海市,121.4930339,31.21717841
火锅,宝山区,60,8.2,7.1,8,67,上海市,121.4930125,31.39781492
龙虾,宝山区,43,6.9,6.8,6.8,67,上海市,121.4930125,31.39781492
啡厅,浦东新区,2610,7.4,8,7.3,67,上海市,121.4930192,31.23706308
啡厅,浦东新区,2610,7.4,8,7.3,67,上海市,121.4930192,31.23706308
啡厅,浦东新区,2610,7.4,8,7.3,67,上海市,121.4930192,31.23706308
快餐,闵行区,0,0,0,0,67,上海市,121.4930306,31.0793999
快餐,浦东新区,430,7.5,7.4,7.3,67,上海市,121.4930185,31.16284841
西餐,浦东新区,30,7.7,7.6,7.5,67,上海市,121.4930091,31.1664875
西餐,浦东新区,30,7.7,7.6,7.5,67,上海市,121.4930091,31.1664875
火锅,浦东新区,159,8,8.5,8.5,67,上海市,121.4930044,31.16282438
火锅,浦东新区,101,7.8,7.6,7.2,67,上海市,121.4930041,31.16657244
川菜,黄浦区,454,7.6,7.2,7.3,67,上海市,121.4929998,31.21724027
蟹宴,虹口区,9,7.6,7.6,7.6,67,上海市,121.4929891,31.27246638
蟹宴,虹口区,9,7.6,7.6,7.6,67,上海市,121.4929891,31.27246638
快餐,虹口区,1,0,0,0,67,上海市,121.4929891,31.27246638
西餐,杨浦区,3,7.7,7.7,7.7,67,上海市,121.4929839,31.31016413
浙菜,闵行区,1464,8,7.9,7.5,67,上海市,121.4930004,31.07950575
美食,宝山区,9,6.6,6.7,6.7,67,上海市,121.4929662,31.37547639
快餐,虹口区,40,7.3,7.1,7.3,67,上海市,121.492971,31.27290014
北菜,虹口区,1,6.4,7.5,7.5,67,上海市,121.492971,31.27290014
粤菜,虹口区,1120,8.3,7.7,8,67,上海市,121.4929599,31.27298707
美食,虹口区,1,7,7,7,67,上海市,121.4929397,31.2748942
川菜,虹口区,23,6.9,7,7.1,67,上海市,121.4929358,31.24941225
粤菜,虹口区,565,9,9.3,9.1,67,上海市,121.4929358,31.24941225
快餐,虹口区,35,7.1,7.2,7.3,67,上海市,121.4929358,31.24941225
本菜,虹口区,54,7.8,7.6,7.6,67,上海市,121.4929358,31.24941225
西餐,虹口区,4825,8.5,9.2,9,67,上海市,121.4929358,31.24941225
西餐,虹口区,70,7.8,7.8,7.9,67,上海市,121.4929358,31.24941225
西餐,虹口区,123,7.7,7.4,7.5,67,上海市,121.4929358,31.24941225
甜点,虹口区,13,7,7,7,67,上海市,121.4929358,31.24941225
啡厅,虹口区,76,7.7,8,8.1,67,上海市,121.4929358,31.24941225
快餐,虹口区,23,7,7.3,7.3,67,上海市,121.4929358,31.24941225
西餐,虹口区,4825,8.5,9.2,9,67,上海市,121.4929358,31.24941225
啡厅,虹口区,76,7.7,8,8.1,67,上海市,121.4929358,31.24941225
西餐,虹口区,123,7.7,7.4,7.5,67,上海市,121.4929358,31.24941225
甜点,虹口区,13,7,7,7,67,上海市,121.4929358,31.24941225
西餐,虹口区,4825,8.5,9.2,9,67,上海市,121.4929358,31.24941225
火锅,浦东新区,63,7.5,7.1,7,67,上海市,121.4929431,31.12861834
快餐,黄浦区,1,7,6.9,7,67,上海市,121.4929288,31.2256381
快餐,浦东新区,6,7.5,7.5,7.5,67,上海市,121.4929322,31.17437123
快餐,虹口区,25,6.8,6.8,6.8,67,上海市,121.4929236,31.26327312
甜点,虹口区,70,7.9,7.8,8,67,上海市,121.4929236,31.26327312
浙菜,宝山区,31,6.9,7.1,6.9,67,上海市,121.492896,31.41054607
火锅,虹口区,5561,7.6,7.1,7.2,67,上海市,121.4929017,31.27285095
浙菜,黄浦区,2489,8.6,9.2,8.9,67,上海市,121.4928903,31.23059467
西餐,黄浦区,544,8.6,9.2,8.8,67,上海市,121.4928903,31.23059467
西餐,黄浦区,544,8.6,9.2,8.8,67,上海市,121.4928903,31.23059467
西餐,黄浦区,0,0,0,0,67,上海市,121.4928903,31.23059467
西餐,黄浦区,544,8.6,9.2,8.8,67,上海市,121.4928903,31.23059467
湾菜,浦东新区,242,6.3,7.5,6.5,67,上海市,121.4928852,31.24287803
啡厅,浦东新区,1561,7.3,8.2,7,67,上海市,121.4928852,31.24287803
啡厅,浦东新区,1561,7.3,8.2,7,67,上海市,121.4928852,31.24287803
啡厅,浦东新区,1561,7.3,8.2,7,67,上海市,121.4928852,31.24287803
湾菜,浦东新区,242,6.3,7.5,6.5,67,上海市,121.4928852,31.24287803
浙菜,黄浦区,158,9.2,9.4,9,67,上海市,121.4928813,31.22930425
本菜,黄浦区,0,0,0,0,67,上海市,121.4928813,31.22930425
啡厅,黄浦区,0,0,0,0,67,上海市,121.4928813,31.22930425
快餐,黄浦区,91,7.4,6.9,7.3,67,上海市,121.4928775,31.21500198
快餐,黄浦区,91,7.4,6.9,7.3,67,上海市,121.4928775,31.21500198
啡厅,闸北区,1,6.9,6.9,6.9,67,上海市,121.4928677,31.29498673
啡厅,闸北区,1,6.9,6.9,6.9,67,上海市,121.4928677,31.29498673
北菜,浦东新区,2,6.9,6.9,6.9,67,上海市,121.4928737,31.14203193
川菜,闵行区,4,7,6.8,6.6,67,上海市,121.492838,31.07810106
美食,闵行区,0,0,0,0,67,上海市,121.492838,31.07810106
美食,闵行区,0,0,0,0,67,上海市,121.492838,31.07810106
烧烤,宝山区,150,7.6,7.4,7.6,67,上海市,121.4928126,31.37596478
烧烤,宝山区,150,7.6,7.4,7.6,67,上海市,121.4928126,31.37596478
快餐,黄浦区,2,7.4,7.2,7.2,67,上海市,121.4928231,31.21799339
甜点,虹口区,350,8,8.3,8.1,67,上海市,121.4928132,31.26336275
甜点,虹口区,350,8,8.3,8.1,67,上海市,121.4928132,31.26336275
甜点,黄浦区,0,0,0,0,67,上海市,121.4927916,31.22248217
甜点,黄浦区,0,0,0,0,67,上海市,121.4927916,31.22248217
西餐,杨浦区,4,6.7,6.9,6.9,67,上海市,121.4927831,31.31015853
甜点,杨浦区,4,7.4,7,7.4,67,上海市,121.4927831,31.31015853
西餐,杨浦区,4,6.7,6.9,6.9,67,上海市,121.4927831,31.31015853
美食,宝山区,2,6.7,6.9,7,67,上海市,121.4927646,31.37439512
湘菜,虹口区,188,6.8,6.8,6.7,67,上海市,121.4927683,31.2727406
美食,宝山区,2,7.2,7.2,7.2,67,上海市,121.4927379,31.34614229
火锅,虹口区,54,7.3,7.1,7.2,67,上海市,121.4927512,31.14235539
美食,浦东新区,17,7.3,7.2,7.2,67,上海市,121.4927403,31.14157477
美食,宝山区,0,0,0,0,67,上海市,121.4927102,31.40023933
火锅,杨浦区,16,7.4,6.8,7.3,67,上海市,121.4926983,31.28085999
川菜,黄浦区,2,7.3,7.3,7.3,67,上海市,121.4927009,31.22708274
火锅,浦东新区,35,7.4,7.1,7.4,67,上海市,121.4927017,31.15804097
火锅,浦东新区,56,7.4,7,7.2,67,上海市,121.4927017,31.15804097
龙虾,浦东新区,41,7.4,7.2,7.2,67,上海市,121.4927017,31.15804097
美食,宝山区,2,6.9,7.1,6.9,67,上海市,121.492674,31.38951029
美食,浦东新区,1,7.2,7.6,7.6,67,上海市,121.492665,31.1537491
烧烤,浦东新区,16,7.6,7.4,7.6,67,上海市,121.492665,31.15377409
素菜,宝山区,68,7.8,7.7,7.8,67,上海市,121.4926401,31.37433577
快餐,虹口区,88,7.4,6.6,7.1,67,上海市,121.4926458,31.26144008
快餐,虹口区,88,7.4,6.6,7.1,67,上海市,121.4926458,31.26144008
浙菜,宝山区,440,7.3,6.7,6.6,67,上海市,121.4926063,31.383081
快餐,浦东新区,4,7.6,6.9,7.3,67,上海市,121.4926143,31.17123888
快餐,虹口区,102,7.5,7.4,7.5,67,上海市,121.4926065,31.26348707
快餐,虹口区,102,7.5,7.4,7.5,67,上海市,121.4926065,31.26348707
湘菜,虹口区,12,6.8,6.8,6.8,67,上海市,121.4926033,31.25386127
快餐,黄浦区,1,7,7,7,67,上海市,121.4926019,31.22323825
浙菜,浦东新区,5,7.3,6.6,6.8,66,上海市,121.4926044,31.1579957
快餐,浦东新区,56,8.2,8,8.2,66,上海市,121.4925912,31.17099593
烧烤,浦东新区,254,6.8,5.7,6.3,66,上海市,121.4925912,31.17099593
西餐,黄浦区,21,7.1,7.1,7.1,66,上海市,121.4925862,31.23080966
甜点,黄浦区,138,7.7,7.7,7.8,66,上海市,121.4925865,31.22723933
美食,黄浦区,2,6.8,6.8,6.8,66,上海市,121.4925862,31.23080966
啡厅,黄浦区,32,8.6,8.4,8.7,66,上海市,121.4925865,31.22723933
西餐,黄浦区,21,7.1,7.1,7.1,66,上海市,121.4925862,31.23080966
西餐,浦东新区,201,7.5,7.3,7.4,66,上海市,121.4925772,31.17108384
甜点,浦东新区,258,7.4,7.2,7,66,上海市,121.4925631,31.17116976
烧烤,浦东新区,11,6.8,6.8,6.8,66,上海市,121.4925627,31.1767559
甜点,浦东新区,258,7.4,7.2,7,66,上海市,121.4925631,31.17116976
快餐,浦东新区,254,7.7,6.7,7.3,66,上海市,121.4925618,31.17548855
烧烤,浦东新区,1,7,7,7,66,上海市,121.4925616,31.16596143
西餐,宝山区,144,7.3,7.4,7.2,66,上海市,121.4925246,31.37604789
火锅,虹口区,88,8.3,8,8.5,66,上海市,121.4925325,31.27215014
火锅,虹口区,48,6.9,7.1,6.7,66,上海市,121.4925251,31.26388566
火锅,虹口区,59,6.9,7,6.9,66,上海市,121.4925251,31.26388566
甜点,虹口区,7,7.1,7.2,7.3,66,上海市,121.4925119,31.26636755
甜点,虹口区,7,7.1,7.2,7.3,66,上海市,121.4925119,31.26636755
快餐,黄浦区,58,6.2,6.5,6.2,66,上海市,121.4925119,31.23078145
甜点,宝山区,0,0,0,0,66,上海市,121.4924975,31.37601182
甜点,宝山区,19,7.1,7.1,7.1,66,上海市,121.4924893,31.38980066
甜点,宝山区,19,7.1,7.1,7.1,66,上海市,121.4924893,31.38980066
快餐,杨浦区,59,7.1,6.6,7,66,上海市,121.4924917,31.3030844
快餐,杨浦区,141,7.4,7,7,66,上海市,121.4924917,31.3030844
美食,杨浦区,0,0,0,0,66,上海市,121.4924899,31.31162209
浙菜,宝山区,3,7.3,6.9,6.9,66,上海市,121.4924733,31.38859196
美食,宝山区,35,7.3,6.7,7.1,66,上海市,121.4924733,31.38859196
甜点,宝山区,200,8.3,8.9,9,66,上海市,121.4924614,31.35226238
甜点,虹口区,0,0,0,0,66,上海市,121.4924397,31.25334701
甜点,虹口区,0,0,0,0,66,上海市,121.4924397,31.25334701
浙菜,黄浦区,45,6.4,6.6,6.5,66,上海市,121.4924329,31.22720388
快餐,黄浦区,6,6.9,6.6,6.8,66,上海市,121.4924318,31.22806048
海鲜,黄浦区,0,0,0,0,66,上海市,121.4924318,31.22806048
浙菜,浦东新区,1101,8.1,9,8.1,66,上海市,121.4924257,31.24152927
浙菜,浦东新区,5,7.7,7.7,7.5,66,上海市,121.4924257,31.24152927
浙菜,浦东新区,18,7,7.3,6.8,66,上海市,121.4924257,31.24152927
助餐,浦东新区,2476,8,9,8.4,66,上海市,121.4924257,31.24152927
西餐,浦东新区,2,7.1,7.1,7.1,66,上海市,121.4924257,31.24152927
美食,浦东新区,161,7.4,8,7.6,66,上海市,121.4924257,31.24152927
助餐,浦东新区,2476,8,9,8.4,66,上海市,121.4924257,31.24152927
西餐,浦东新区,2,7.1,7.1,7.1,66,上海市,121.4924257,31.24152927
浙菜,黄浦区,3,6.9,6.9,6.9,66,上海市,121.4924238,31.22811943
甜点,虹口区,0,0,0,0,66,上海市,121.4924198,31.26357348
甜点,虹口区,0,0,0,0,66,上海市,121.4924198,31.26357348
火锅,浦东新区,70,6.8,6.7,6.8,66,上海市,121.4924248,31.1579242
海鲜,浦东新区,324,7.7,6.7,6.9,66,上海市,121.4924248,31.1579242
快餐,黄浦区,6,7.1,7.1,7.1,66,上海市,121.4924178,31.22819737
疆菜,虹口区,2,6.9,6.9,6.9,66,上海市,121.4924061,31.36521295
助餐,黄浦区,1,6.9,6.9,6.9,66,上海市,121.4924097,31.22823333
助餐,黄浦区,1,6.9,6.9,6.9,66,上海市,121.4924097,31.22823333
美食,虹口区,2,7.7,7.6,7.7,66,上海市,121.4924013,31.26813546
啡厅,虹口区,7,7.2,7.1,7.2,66,上海市,121.4923803,31.26700888
啡厅,虹口区,7,7.2,7.1,7.2,66,上海市,121.4923803,31.26700888
美食,宝山区,14,7,7.2,6.9,66,上海市,121.4923716,31.3458363
火锅,浦东新区,464,8.1,7.5,7.7,66,上海市,121.4923844,31.17177791
快餐,浦东新区,63,6.8,6.8,6.9,66,上海市,121.4923665,31.17048152
美食,杨浦区,0,0,0,0,66,上海市,121.4923373,31.31262625
快餐,杨浦区,10,6.8,6.7,6.7,66,上海市,121.4923373,31.31262625
快餐,浦东新区,1201,8,6.6,7.6,66,上海市,121.4923478,31.17763381
快餐,杨浦区,21,7.3,7.3,7.5,66,上海市,121.4923329,31.30565992
快餐,杨浦区,21,7.3,7.3,7.5,66,上海市,121.4923329,31.30565992
火锅,宝山区,24,7.9,7.9,7.3,66,上海市,121.4923232,31.38382893
火锅,宝山区,0,0,0,0,66,上海市,121.4923232,31.38382893
快餐,宝山区,5,7.2,7.3,7.1,66,上海市,121.4923232,31.38382893
川菜,黄浦区,0,0,0,0,66,上海市,121.4923311,31.20912816
快餐,闵行区,0,0,0,0,66,上海市,121.4923289,31.10502743
甜点,虹口区,2,7.1,7.1,7.1,66,上海市,121.4923034,31.28720819
快餐,虹口区,18,7.6,7.6,7.6,66,上海市,121.4923036,31.27261626
西餐,虹口区,158,7.8,7.9,8.1,66,上海市,121.4923036,31.27261626
甜点,虹口区,2,7,7,7,66,上海市,121.4923036,31.27261626
甜点,虹口区,2,7,7,7,66,上海市,121.4923036,31.27261626
火锅,浦东新区,1487,7.9,8,8.2,66,上海市,121.4922993,31.15788384
快餐,浦东新区,93,7.3,7.4,7.2,66,上海市,121.4922993,31.15788384
甜点,虹口区,145,6.5,6.6,6.4,66,上海市,121.4922845,31.27287609
